review_text,rating
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Average product, nothing stands out.",4
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
"Could be better, but acceptable.",3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Decent value for the money.,3
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
Did not work as expected.,1
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",2
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",3
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
"Does the job, but not impressed.",4
